0;	21;	5;	0,96;	nan;	nan;	nan;	nan;	nan;	nan;	nan;	nan;	nan;	nan;	nan;	nan;	nan;	nan;	nan;	nan;	nan;	nan;	nan;	nan;	nan;	100,0;	99,96;	99,9;	99,74;	99,28;	98,99;	98,33;	98,03;	97,56;	97,33;	97,15;	96,85;	96,53;	96,41;	95,87;	95,17;	94,02;	93,48;	92,67;	92,51;	91,59;	91,3;	91,12;	91,11;	90,11;	89,68;	89,23;	88,68;	86,98;	84,42;	83,02;	82,2;	81,16;	78,19;	74,9;	74,63;	73,94;	73,56;	72,93;	69,21;	66,79;	63,72;	62,41;	58,58;	56,49;	54,66;	53,91;	52,7;	50,72;	48,55;	45,25;	42,76;	40,48;	39,24;	37,78;	37,09;	36,86;	35,72;	34,14;	34,1;	29,72;	29,27;	25,8;	24,97;	20,9;	14,88;	14,45;	11,83;	11,48;	10,1;	5,43;	2,38;	0,0;	0,0;	0,0;	0,0;	0,0;	0,0;	0,0;	0,0
49;	-5;	5;	0,98;	99,26;	98,65;	98,25;	97,84;	97,18;	96,59;	96,18;	95,75;	95,09;	94,51;	93,62;	93,45;	92,16;	90,13;	90,08;	88,64;	87,94;	87,16;	86,65;	86,13;	85,24;	84,48;	81,63;	78,62;	77,42;	76,25;	75,75;	75,45;	73,16;	72,42;	71,04;	69,51;	68,96;	68,82;	67,61;	67,0;	64,9;	63,67;	60,34;	58,96;	57,72;	56,6;	52,83;	51,39;	51,19;	50,4;	44,45;	39,32;	38,04;	36,43;	34,55;	32,27;	32,05;	29,21;	24,65;	24,56;	20,83;	14,9;	12,03;	11,47;	9,81;	9,3;	5,3;	2,12;	0;	0;	0;	0;	0;	0;	0;	0;	0;	0;	0;	0;	0;	0;	0;	0;	0;	0;	0;	0;	0;	0;	0;	0;	0;	0;	0;	0;	0;	0;	0;	0;	0;	0;	0;	0;	0
50;	-3;	5;	1,01;	99,63;	99,08;	99,04;	98,57;	98,17;	98,12;	97,67;	97,06;	96,9;	96,89;	95,69;	95,53;	94,25;	93,91;	93,1;	91,73;	90,46;	90,05;	89,97;	88,98;	88,32;	87,61;	87,4;	87,18;	86,43;	86,04;	83,45;	81,59;	81,22;	79,94;	79,91;	79,34;	76,29;	76,09;	75,28;	71,31;	70,85;	70,65;	67,27;	67,06;	66,7;	65,3;	65,29;	64,73;	63,62;	60,62;	60,13;	56,5;	54,44;	54,19;	53,08;	51,33;	49,77;	47,13;	45,33;	41,69;	36,37;	35,4;	32,28;	25,55;	24,97;	24,12;	20,16;	18,47;	17,93;	14,1;	9,75;	8,95;	7,9;	4,81;	2,75;	1,03;	0;	0;	0;	0;	0;	0;	0;	0;	0;	0;	0;	0;	0;	0;	0;	0;	0;	0;	0;	0;	0;	0;	0;	0;	0;	0;	0;	0;	0
51;	-9;	5;	1,03;	97,7;	97,49;	97,41;	96,54;	95,46;	94,69;	93,73;	93,16;	92,94;	92,91;	91,55;	90,42;	89,3;	89,06;	86,66;	85,57;	85,36;	84,51;	81,94;	81,85;	81,51;	79,67;	78,05;	77,08;	74,17;	72,54;	72,0;	71,69;	70,81;	70,35;	69,7;	68,51;	65,66;	62,36;	60,37;	59,92;	54,66;	54,51;	49,21;	47,56;	45,92;	44,59;	42,96;	42,47;	39,01;	36,73;	35,01;	30,33;	27,81;	27,25;	25,3;	23,0;	20,41;	19,03;	16,86;	15,18;	12,99;	7,63;	7,0;	1,83;	0,18;	0;	0;	0;	0;	0;	0;	0;	0;	0;	0;	0;	0;	0;	0;	0;	0;	0;	0;	0;	0;	0;	0;	0;	0;	0;	0;	0;	0;	0;	0;	0;	0;	0;	0;	0;	0;	0;	0;	0;	0
52;	0;	5;	1,04;	100,0;	99,94;	99,79;	99,77;	99,57;	99,37;	98,8;	98,62;	98,36;	98,31;	97,87;	97,65;	97,31;	96,46;	96,01;	95,23;	93,27;	92,01;	90,64;	90,29;	90,2;	89,85;	88,71;	87,15;	85,34;	84,26;	83,12;	80,8;	80,33;	79,25;	75,43;	73,48;	73,03;	71,95;	71,3;	71,05;	68,37;	66,95;	65,09;	64,01;	58,85;	56,92;	55,83;	54,91;	51,22;	49,59;	46,38;	45,69;	41,96;	41,94;	41,49;	41,01;	40,45;	33,44;	31,01;	29,03;	27,68;	23,79;	23,16;	22,1;	20,49;	19,24;	14,97;	11,64;	3,67;	3,31;	0,2;	0;	0;	0;	0;	0;	0;	0;	0;	0;	0;	0;	0;	0;	0;	0;	0;	0;	0;	0;	0;	0;	0;	0;	0;	0;	0;	0;	0;	0;	0;	0;	0;	0;	0
53;	4;	5;	1,06;	nan;	nan;	nan;	nan;	100,0;	99,97;	99,74;	99,48;	99,37;	99,21;	98,69;	98,35;	98,2;	98,15;	97,69;	97,38;	96,76;	96,29;	96,25;	95,73;	94,44;	93,42;	93,38;	93,0;	92,78;	92,42;	91,97;	91,55;	90,28;	89,31;	87,82;	87,7;	86,87;	84,87;	84,58;	83,77;	81,35;	79,96;	78,34;	77,82;	76,8;	72,66;	71,29;	69,55;	68,22;	64,38;	62,63;	61,61;	59,87;	58,31;	57,06;	55,9;	52,67;	50,07;	48,97;	47,54;	45,81;	44,92;	43,17;	38,7;	36,94;	33,84;	33,64;	32,69;	31,65;	28,71;	26,21;	25,49;	25,38;	22,17;	20,0;	19,53;	17,9;	14,62;	13,17;	7,86;	3,43;	3,04;	2,36;	2,15;	0,0;	0,0;	0,0;	0,0;	0,0;	0,0;	0,0;	0,0;	0,0;	0,0;	0,0;	0,0;	0,0;	0,0;	0,0;	0,0;	0,0;	0,0;	0,0;	0,0;	0,0
54;	3;	5;	1,11;	nan;	nan;	nan;	100,0;	99,96;	99,95;	99,79;	99,78;	99,61;	99,24;	99,07;	98,07;	97,79;	97,03;	96,31;	96,0;	95,39;	95,17;	94,37;	93,32;	92,19;	91,76;	91,72;	89,89;	88,84;	88,39;	88,36;	88,11;	85,78;	83,17;	82,98;	81,64;	80,27;	80,18;	77,18;	74,15;	72,74;	70,36;	69,87;	69,17;	67,09;	66,61;	64,17;	59,61;	59,36;	59,18;	57,11;	55,22;	54,76;	50,47;	48,98;	45,55;	44,13;	43,3;	42,92;	40,81;	39,5;	37,55;	35,54;	34,55;	33,23;	30,6;	24,57;	23,72;	23,02;	22,98;	21,25;	18,01;	16,53;	16,23;	13,27;	5,94;	2,15;	0,0;	0,0;	0,0;	0,0;	0,0;	0,0;	0,0;	0,0;	0,0;	0,0;	0,0;	0,0;	0,0;	0,0;	0,0;	0,0;	0,0;	0,0;	0,0;	0,0;	0,0;	0,0;	0,0;	0,0;	0,0;	0,0;	0,0;	0,0
55;	23;	5;	0,99;	nan;	nan;	nan;	nan;	nan;	nan;	nan;	nan;	nan;	nan;	nan;	nan;	nan;	nan;	nan;	nan;	nan;	nan;	nan;	nan;	nan;	nan;	nan;	100,0;	99,97;	99,85;	99,8;	99,75;	99,68;	99,57;	99,01;	98,71;	98,65;	98,64;	98,27;	98,24;	98,14;	97,16;	96,88;	96,22;	96,02;	94,57;	94,52;	94,42;	93,01;	92,95;	92,94;	92,0;	91,42;	91,32;	89,14;	86,87;	84,71;	83,64;	83,5;	82,44;	81,32;	79,59;	78,5;	77,4;	75,88;	72,81;	69,65;	68,76;	66,85;	66,15;	65,27;	64,55;	63,82;	61,31;	60,92;	59,18;	58,78;	58,66;	58,09;	56,54;	50,68;	50,33;	48,79;	45,31;	44,08;	43,49;	36,28;	35,52;	30,08;	25,13;	23,17;	20,04;	16,27;	14,47;	8,21;	7,44;	3,44;	3,2;	0,0;	0,0;	0,0;	0,0;	0,0;	0,0;	0,0
56;	2;	5;	1,03;	nan;	nan;	100,0;	99,92;	99,83;	99,78;	99,59;	99,32;	99,31;	98,92;	98,62;	98,18;	97,61;	97,02;	95,76;	95,43;	95,25;	94,63;	94,47;	94,21;	92,39;	91,74;	91,58;	89,17;	88,9;	87,28;	86,17;	84,98;	84,17;	83,61;	83,3;	82,43;	80,93;	80,2;	78,83;	78,58;	76,34;	71,7;	68,82;	67,95;	65,78;	65,54;	64,17;	63,65;	59,06;	58,74;	58,06;	57,25;	55,99;	52,94;	50,83;	48,34;	45,61;	41,91;	41,52;	41,13;	39,48;	34,45;	33,44;	29,77;	26,83;	23,39;	22,7;	21,14;	17,33;	14,01;	11,94;	9,24;	6,65;	3,43;	2,31;	0,0;	0,0;	0,0;	0,0;	0,0;	0,0;	0,0;	0,0;	0,0;	0,0;	0,0;	0,0;	0,0;	0,0;	0,0;	0,0;	0,0;	0,0;	0,0;	0,0;	0,0;	0,0;	0,0;	0,0;	0,0;	0,0;	0,0;	0,0;	0,0;	0,0
57;	-11;	5;	1,01;	97,93;	97,76;	97,31;	96,76;	96,59;	95,74;	95,55;	95,01;	94,12;	93,71;	92,59;	92,49;	90,82;	90,81;	89,86;	89,73;	86,63;	86,26;	84,87;	84,65;	83,53;	82,47;	82,17;	80,91;	80,24;	78,56;	75,82;	71,16;	67,74;	62,0;	60,37;	59,75;	57,68;	56,66;	55,8;	52,9;	51,26;	47,4;	46,78;	45,38;	44,38;	43,7;	36,1;	34,78;	32,08;	27,55;	24,29;	23,87;	23,06;	21,7;	21,13;	21,1;	20,52;	19,54;	16,56;	14,98;	10,27;	5,53;	1,4;	0;	0;	0;	0;	0;	0;	0;	0;	0;	0;	0;	0;	0;	0;	0;	0;	0;	0;	0;	0;	0;	0;	0;	0;	0;	0;	0;	0;	0;	0;	0;	0;	0;	0;	0;	0;	0;	0;	0;	0;	0;	0
58;	-6;	5;	1,02;	99,58;	99,26;	99,0;	98,89;	98,23;	97,43;	97,4;	96,3;	95,57;	94,89;	92,34;	92,21;	92,07;	91,58;	91,0;	90,88;	90,54;	89,22;	89,18;	86,67;	86,55;	86,01;	83,49;	80,91;	80,74;	78,2;	75,19;	73,2;	72,21;	70,43;	70,3;	69,13;	67,38;	66,4;	63,52;	62,13;	60,41;	58,08;	57,19;	56,53;	56,46;	56,43;	56,11;	54,62;	52,8;	47,21;	42,61;	39,14;	38,19;	34,68;	33,15;	30,53;	28,66;	22,93;	19,69;	16,82;	11,9;	10,44;	9,11;	4,01;	2,03;	0,01;	0;	0;	0;	0;	0;	0;	0;	0;	0;	0;	0;	0;	0;	0;	0;	0;	0;	0;	0;	0;	0;	0;	0;	0;	0;	0;	0;	0;	0;	0;	0;	0;	0;	0;	0;	0;	0;	0;	0
59;	9;	5;	1,0;	nan;	nan;	nan;	nan;	nan;	nan;	nan;	nan;	nan;	100,0;	99,93;	99,77;	99,72;	99,47;	99,44;	99,36;	99,24;	98,98;	98,47;	98,45;	98,06;	98,06;	97,07;	95,45;	95,38;	95,37;	95,07;	94,69;	94,24;	94,0;	93,84;	93,25;	92,49;	90,36;	89,41;	88,95;	88,23;	88,18;	88,07;	85,72;	84,88;	83,69;	83,53;	81,37;	81,37;	80,73;	79,61;	78,86;	75,97;	73,33;	72,89;	70,22;	69,31;	68,23;	68,09;	66,57;	65,45;	62,41;	61,05;	56,44;	53,37;	52,99;	51,36;	48,53;	43,87;	40,38;	39,8;	38,93;	34,43;	29,51;	26,43;	23,97;	22,5;	22,37;	16,53;	10,81;	8,83;	8,75;	6,08;	5,23;	3,44;	3,43;	1,93;	0,49;	0,0;	0,0;	0,0;	0,0;	0,0;	0,0;	0,0;	0,0;	0,0;	0,0;	0,0;	0,0;	0,0;	0,0;	0,0;	0,0;	0,0
60;	-4;	5;	0,95;	99,7;	99,66;	99,18;	98,89;	98,67;	98,32;	97,98;	96,57;	95,67;	95,37;	94,79;	94,29;	94,17;	92,94;	92,42;	91,84;	91,68;	91,08;	90,56;	89,09;	88,48;	88,1;	87,83;	86,46;	85,52;	84,92;	84,87;	82,35;	81,5;	80,93;	80,46;	79,87;	77,86;	76,06;	72,18;	71,25;	69,15;	68,51;	68,4;	67,13;	65,75;	65,26;	61,58;	60,23;	57,57;	54,05;	50,9;	47,56;	45,93;	43,91;	43,08;	42,74;	41,95;	37,87;	37,25;	35,05;	35,01;	33,38;	25,95;	24,45;	23,28;	21,35;	20,9;	18,66;	8,75;	4,99;	3,48;	3,0;	1,85;	1,49;	1,22;	0;	0;	0;	0;	0;	0;	0;	0;	0;	0;	0;	0;	0;	0;	0;	0;	0;	0;	0;	0;	0;	0;	0;	0;	0;	0;	0;	0;	0;	0
61;	-5;	5;	0,95;	99,58;	99,4;	99,37;	98,55;	98,13;	97,31;	96,86;	96,46;	95,49;	94,98;	94,14;	92,51;	91,99;	90,91;	89,93;	88,5;	87,55;	86,9;	86,4;	86,15;	85,89;	84,4;	82,59;	81,47;	80,0;	78,91;	77,36;	76,42;	73,21;	72,36;	72,18;	69,18;	67,3;	65,41;	63,53;	62,39;	61,93;	61,84;	58,84;	55,42;	55,29;	54,55;	54,19;	51,64;	51,53;	49,05;	49,01;	47,76;	44,19;	42,62;	40,31;	38,73;	33,96;	33,69;	28,16;	26,11;	23,38;	19,71;	17,65;	16,87;	12,52;	10,0;	8,43;	5,63;	4,94;	4,73;	0;	0;	0;	0;	0;	0;	0;	0;	0;	0;	0;	0;	0;	0;	0;	0;	0;	0;	0;	0;	0;	0;	0;	0;	0;	0;	0;	0;	0;	0;	0;	0;	0;	0;	0
62;	-8;	5;	1,06;	98,18;	97,48;	97,44;	97,21;	97,14;	96,6;	95,24;	95,0;	94,51;	94,31;	93,97;	93,88;	91,12;	90,73;	90,1;	89,12;	86,74;	85,16;	85,08;	85,01;	84,01;	82,65;	82,49;	80,67;	80,29;	79,4;	77,17;	75,83;	73,1;	71,84;	69,08;	64,93;	64,78;	64,53;	62,4;	61,72;	60,47;	59,18;	58,15;	57,06;	52,34;	49,77;	48,75;	45,29;	44,23;	41,4;	34,83;	30,23;	27,31;	24,94;	23,95;	23,34;	22,73;	22,59;	22,0;	21,76;	19,02;	18,74;	13,67;	11,04;	5,75;	2,55;	1,8;	1,16;	0,85;	0;	0;	0;	0;	0;	0;	0;	0;	0;	0;	0;	0;	0;	0;	0;	0;	0;	0;	0;	0;	0;	0;	0;	0;	0;	0;	0;	0;	0;	0;	0;	0;	0;	0;	0;	0
63;	4;	5;	1,05;	nan;	nan;	nan;	nan;	100,0;	99,94;	99,92;	99,88;	99,78;	99,67;	99,34;	99,16;	98,74;	98,51;	98,18;	97,39;	96,98;	96,52;	96,17;	95,97;	95,31;	94,35;	94,01;	93,81;	93,61;	93,55;	93,34;	93,06;	92,82;	92,75;	91,92;	91,05;	90,37;	89,28;	87,55;	85,46;	85,09;	84,5;	82,96;	78,14;	77,27;	76,52;	74,01;	72,23;	70,65;	66,91;	66,09;	63,89;	63,04;	62,46;	60,25;	59,43;	56,12;	54,05;	53,33;	48,65;	47,33;	46,44;	43,92;	42,91;	37,82;	34,23;	27,3;	22,08;	17,41;	15,49;	11,4;	9,57;	9,16;	6,21;	4,15;	2,17;	1,7;	0,0;	0,0;	0,0;	0,0;	0,0;	0,0;	0,0;	0,0;	0,0;	0,0;	0,0;	0,0;	0,0;	0,0;	0,0;	0,0;	0,0;	0,0;	0,0;	0,0;	0,0;	0,0;	0,0;	0,0;	0,0;	0,0;	0,0;	0,0
64;	-4;	5;	0,97;	99,79;	99,62;	99,34;	99,25;	99,22;	98,73;	98,37;	98,06;	97,53;	96,92;	96,84;	96,0;	95,55;	94,83;	93,52;	93,37;	92,9;	92,26;	92,12;	92,06;	90,71;	89,54;	88,73;	85,76;	85,16;	84,22;	83,92;	81,65;	81,05;	79,03;	78,59;	77,75;	77,6;	76,53;	75,83;	75,02;	74,73;	74,52;	74,16;	72,54;	71,65;	71,25;	69,65;	64,64;	60,84;	60,3;	57,43;	56,49;	55,05;	53,53;	50,41;	50,02;	45,6;	41,7;	41,34;	38,3;	34,28;	32,58;	29,52;	27,01;	21,13;	18,66;	17,67;	15,78;	12,24;	10,97;	10,69;	8,36;	7,69;	3,83;	3,07;	2,6;	0,65;	0,36;	0;	0;	0;	0;	0;	0;	0;	0;	0;	0;	0;	0;	0;	0;	0;	0;	0;	0;	0;	0;	0;	0;	0;	0;	0;	0;	0
65;	1;	5;	0,94;	nan;	100,0;	99,99;	99,91;	99,64;	99,38;	99,31;	99,09;	99,05;	98,85;	98,72;	98,34;	97,83;	97,37;	96,45;	96,24;	96,01;	95,54;	95,48;	94,37;	94,16;	93,5;	91,61;	90,67;	89,86;	88,87;	88,46;	87,53;	87,21;	86,38;	86,18;	86,08;	84,72;	80,95;	80,48;	79,94;	79,6;	79,29;	75,09;	72,06;	68,86;	67,67;	67,63;	66,79;	63,63;	62,94;	61,22;	60,64;	59,5;	58,57;	57,19;	55,46;	52,34;	51,95;	50,59;	49,31;	48,74;	48,3;	47,46;	46,24;	44,66;	41,12;	40,8;	40,03;	39,62;	37,74;	32,34;	32,18;	27,92;	26,23;	26,12;	24,58;	22,01;	19,27;	16,37;	12,62;	7,8;	4,13;	0,0;	0,0;	0,0;	0,0;	0,0;	0,0;	0,0;	0,0;	0,0;	0,0;	0,0;	0,0;	0,0;	0,0;	0,0;	0,0;	0,0;	0,0;	0,0;	0,0;	0,0;	0,0;	0,0
66;	6;	5;	0,93;	nan;	nan;	nan;	nan;	nan;	nan;	100,0;	99,92;	99,88;	99,73;	99,69;	99,32;	98,9;	98,51;	98,25;	97,94;	97,2;	96,88;	95,95;	95,87;	95,49;	94,44;	94,28;	94,07;	93,39;	92,34;	91,88;	89,89;	88,16;	87,3;	86,04;	84,98;	83,21;	82,36;	82,04;	80,25;	79,93;	79,82;	79,04;	77,52;	76,25;	75,48;	74,04;	72,94;	70,62;	69,28;	69,27;	69,23;	68,49;	67,87;	67,38;	63,71;	63,65;	61,3;	59,02;	58,18;	56,42;	54,13;	52,47;	52,19;	49,77;	49,02;	47,04;	41,19;	40,7;	39,51;	38,15;	37,71;	33,84;	31,36;	29,83;	28,11;	25,6;	25,28;	25,0;	24,83;	22,88;	22,33;	15,52;	12,69;	9,98;	9,37;	6,58;	6,43;	2,05;	0,0;	0,0;	0,0;	0,0;	0,0;	0,0;	0,0;	0,0;	0,0;	0,0;	0,0;	0,0;	0,0;	0,0;	0,0;	0,0
67;	-2;	5;	0,98;	99,82;	99,52;	99,49;	99,27;	98,92;	98,59;	98,28;	98,2;	97,79;	97,73;	97,62;	96,91;	96,67;	94,82;	94,65;	93,69;	93,59;	92,95;	92,78;	91,34;	90,51;	89,23;	86,86;	85,0;	83,72;	82,56;	81,73;	80,95;	80,91;	80,04;	79,49;	77,86;	76,69;	75,9;	71,8;	71,23;	69,27;	65,75;	65,19;	64,92;	62,43;	60,62;	58,43;	57,36;	54,6;	54,44;	54,14;	53,75;	52,9;	51,09;	49,56;	48,85;	46,11;	42,8;	39,29;	37,88;	36,0;	33,07;	32,09;	31,73;	26,32;	25,86;	21,25;	13,47;	12,55;	9,19;	5,16;	1,03;	0,86;	0;	0;	0;	0;	0;	0;	0;	0;	0;	0;	0;	0;	0;	0;	0;	0;	0;	0;	0;	0;	0;	0;	0;	0;	0;	0;	0;	0;	0;	0;	0;	0
68;	-8;	5;	1,1;	98,27;	98,06;	97,48;	96,6;	95,87;	95,2;	94,05;	93,2;	92,05;	92,04;	91,68;	91,09;	90,76;	88,42;	87,58;	85,12;	84,89;	84,35;	83,66;	80,55;	78,71;	77,09;	75,34;	73,08;	72,73;	72,36;	70,51;	68,94;	67,85;	66,93;	63,48;	61,04;	57,91;	55,98;	54,14;	52,37;	50,89;	47,98;	46,43;	45,48;	45,29;	40,76;	39,92;	35,89;	33,07;	31,39;	28,97;	28,14;	27,09;	24,56;	18,92;	18,67;	13,93;	11,57;	8,5;	7,58;	6,29;	1,9;	1,77;	0,34;	0;	0;	0;	0;	0;	0;	0;	0;	0;	0;	0;	0;	0;	0;	0;	0;	0;	0;	0;	0;	0;	0;	0;	0;	0;	0;	0;	0;	0;	0;	0;	0;	0;	0;	0;	0;	0;	0;	0;	0;	0
69;	5;	5;	0,99;	nan;	nan;	nan;	nan;	nan;	100,0;	99,99;	99,97;	99,74;	99,7;	99,54;	99,44;	98,86;	98,82;	98,68;	98,55;	98,39;	97,97;	96,98;	95,33;	95,33;	94,32;	92,91;	92,24;	89,78;	89,74;	89,04;	87,45;	86,82;	85,99;	83,49;	83,28;	83,11;	82,87;	81,21;	78,9;	77,84;	76,22;	73,41;	71,0;	69,99;	68,01;	67,3;	66,41;	63,73;	62,75;	61,99;	61,95;	60,97;	58,53;	57,76;	56,69;	55,6;	54,53;	53,82;	51,15;	50,93;	44,31;	42,48;	42,41;	40,62;	39,02;	37,56;	35,51;	35,37;	34,19;	30,97;	27,83;	22,26;	17,27;	13,17;	10,12;	6,42;	4,12;	0,73;	0,0;	0,0;	0,0;	0,0;	0,0;	0,0;	0,0;	0,0;	0,0;	0,0;	0,0;	0,0;	0,0;	0,0;	0,0;	0,0;	0,0;	0,0;	0,0;	0,0;	0,0;	0,0;	0,0;	0,0;	0,0;	0,0
70;	2;	5;	1,04;	nan;	nan;	100,0;	99,89;	99,83;	99,62;	99,36;	98,95;	98,31;	98,31;	97,28;	96,69;	96,24;	96,19;	96,14;	94,89;	93,99;	93,88;	92,75;	91,55;	91,43;	91,28;	89,66;	87,2;	86,84;	86,28;	84,97;	84,75;	82,96;	81,75;	80,68;	79,01;	78,16;	77,68;	76,19;	73,38;	72,05;	70,14;	68,04;	67,32;	66,0;	65,93;	65,85;	64,48;	64,23;	61,15;	59,92;	56,93;	53,03;	50,14;	48,48;	47,55;	46,55;	43,41;	43,09;	42,77;	42,07;	40,87;	37,43;	36,49;	34,36;	29,75;	27,12;	27,09;	25,36;	20,81;	19,13;	15,19;	14,87;	8,35;	5,67;	3,28;	1,41;	0,0;	0,0;	0,0;	0,0;	0,0;	0,0;	0,0;	0,0;	0,0;	0,0;	0,0;	0,0;	0,0;	0,0;	0,0;	0,0;	0,0;	0,0;	0,0;	0,0;	0,0;	0,0;	0,0;	0,0;	0,0;	0,0;	0,0;	0,0
71;	17;	5;	0,96;	nan;	nan;	nan;	nan;	nan;	nan;	nan;	nan;	nan;	nan;	nan;	nan;	nan;	nan;	nan;	nan;	nan;	100,0;	99,99;	99,82;	99,72;	99,66;	99,57;	99,0;	98,86;	98,6;	98,29;	98,09;	98,05;	97,95;	97,56;	96,22;	95,9;	95,55;	95,41;	95,39;	93,71;	92,53;	91,18;	90,2;	89,14;	87,73;	86,33;	84,76;	84,18;	81,91;	81,04;	80,24;	79,37;	78,13;	77,77;	76,23;	75,17;	73,51;	72,06;	71,96;	70,86;	70,27;	70,15;	69,89;	69,45;	68,71;	67,51;	66,78;	66,07;	61,12;	58,72;	55,81;	55,04;	49,64;	48,72;	48,51;	46,17;	44,51;	42,65;	38,88;	38,73;	35,18;	34,41;	33,5;	31,66;	26,3;	23,64;	23,44;	23,22;	20,74;	18,88;	18,5;	15,17;	12,79;	10,54;	9,8;	8,53;	2,68;	0,24;	0,0;	0,0;	0,0;	0,0;	0,0;	0,0
72;	3;	5;	1,02;	nan;	nan;	nan;	100,0;	99,96;	99,89;	99,71;	99,36;	99,2;	98,9;	98,7;	98,52;	98,11;	97,82;	96,62;	96,31;	96,01;	95,04;	94,18;	94,12;	92,97;	91,95;	90,97;	90,35;	89,6;	86,94;	86,47;	86,09;	85,24;	84,72;	83,89;	82,99;	82,5;	82,09;	81,32;	79,85;	79,6;	77,92;	75,22;	74,1;	72,34;	70,29;	67,55;	67,38;	65,75;	64,14;	62,73;	61,57;	58,58;	57,56;	57,47;	55,84;	53,0;	48,74;	47,29;	45,81;	45,22;	43,76;	42,34;	39,27;	35,89;	34,14;	28,57;	23,7;	22,88;	22,37;	17,47;	15,73;	14,9;	12,04;	4,9;	0,3;	0,0;	0,0;	0,0;	0,0;	0,0;	0,0;	0,0;	0,0;	0,0;	0,0;	0,0;	0,0;	0,0;	0,0;	0,0;	0,0;	0,0;	0,0;	0,0;	0,0;	0,0;	0,0;	0,0;	0,0;	0,0;	0,0;	0,0;	0,0;	0,0
73;	1;	5;	0,98;	nan;	100,0;	99,98;	99,94;	99,87;	99,49;	99,35;	98,76;	98,7;	98,58;	98,25;	98,09;	97,59;	96,42;	96,21;	96,12;	95,31;	95,24;	95,12;	94,85;	94,16;	93,88;	93,04;	92,34;	91,8;	89,66;	89,13;	86,9;	85,66;	82,66;	80,17;	79,0;	78,77;	78,28;	76,88;	75,43;	73,88;	73,25;	70,97;	67,87;	65,77;	62,89;	61,87;	60,42;	56,53;	54,75;	53,14;	52,57;	51,14;	50,21;	49,97;	45,89;	44,66;	43,81;	38,25;	37,63;	37,5;	36,63;	35,66;	32,3;	29,67;	23,44;	21,16;	19,55;	17,17;	14,16;	12,3;	9,55;	7,27;	3,45;	0,7;	0,0;	0,0;	0,0;	0,0;	0,0;	0,0;	0,0;	0,0;	0,0;	0,0;	0,0;	0,0;	0,0;	0,0;	0,0;	0,0;	0,0;	0,0;	0,0;	0,0;	0,0;	0,0;	0,0;	0,0;	0,0;	0,0;	0,0;	0,0;	0,0;	0,0
74;	4;	5;	1,01;	nan;	nan;	nan;	nan;	100,0;	99,95;	99,88;	99,78;	99,74;	99,73;	99,35;	98,86;	98,64;	98,48;	98,3;	97,88;	97,57;	97,53;	96,56;	96,5;	96,3;	96,04;	95,12;	94,4;	92,85;	92,49;	90,86;	89,22;	88,9;	88,7;	87,82;	86,72;	86,53;	84,06;	81,92;	79,76;	77,02;	76,15;	72,34;	71,14;	70,85;	70,22;	69,2;	67,4;	67,39;	64,14;	61,0;	59,83;	57,92;	56,72;	54,54;	52,75;	50,4;	49,32;	48,4;	47,16;	42,63;	41,15;	39,13;	38,52;	35,91;	35,63;	35,41;	32,65;	32,06;	29,0;	27,97;	24,66;	18,65;	13,03;	12,18;	6,68;	4,47;	0,0;	0,0;	0,0;	0,0;	0,0;	0,0;	0,0;	0,0;	0,0;	0,0;	0,0;	0,0;	0,0;	0,0;	0,0;	0,0;	0,0;	0,0;	0,0;	0,0;	0,0;	0,0;	0,0;	0,0;	0,0;	0,0;	0,0;	0,0
75;	15;	5;	1,02;	nan;	nan;	nan;	nan;	nan;	nan;	nan;	nan;	nan;	nan;	nan;	nan;	nan;	nan;	nan;	100,0;	99,97;	99,94;	99,68;	99,29;	98,96;	98,95;	98,51;	98,37;	97,91;	97,89;	97,41;	97,04;	96,52;	96,17;	95,41;	95,24;	95,24;	94,79;	93,69;	93,03;	91,76;	89,83;	88,42;	86,75;	86,54;	85,65;	84,08;	83,4;	82,24;	81,61;	80,59;	79,61;	78,24;	76,99;	74,14;	71,78;	70,09;	68,84;	66,62;	64,31;	62,94;	62,8;	60,0;	58,87;	56,72;	56,19;	52,41;	52,32;	50,33;	49,13;	46,98;	44,83;	42,77;	40,86;	37,6;	36,47;	34,99;	29,68;	25,07;	22,75;	19,71;	14,28;	9,99;	7,01;	6,61;	5,76;	2,36;	1,1;	0,0;	0,0;	0,0;	0,0;	0,0;	0,0;	0,0;	0,0;	0,0;	0,0;	0,0;	0,0;	0,0;	0,0;	0,0;	0,0;	0,0
76;	-9;	5;	1,05;	97,72;	96,85;	96,37;	95,36;	94,61;	94,57;	92,93;	92,68;	91,24;	90,06;	89,86;	89,8;	89,37;	89,28;	88,69;	87,91;	87,42;	85,98;	85,89;	85,71;	85,65;	85,01;	83,87;	82,29;	82,01;	81,57;	80,67;	80,29;	78,21;	75,44;	74,43;	72,98;	70,97;	70,04;	69,47;	65,24;	62,53;	62,4;	60,63;	60,63;	59,34;	54,78;	53,76;	48,55;	47,69;	44,01;	43,49;	36,71;	35,03;	30,97;	29,62;	28,95;	27,93;	23,32;	22,13;	21,73;	20,91;	14,93;	11,26;	7,08;	2,01;	1,34;	0,29;	0;	0;	0;	0;	0;	0;	0;	0;	0;	0;	0;	0;	0;	0;	0;	0;	0;	0;	0;	0;	0;	0;	0;	0;	0;	0;	0;	0;	0;	0;	0;	0;	0;	0;	0;	0;	0;	0
